Sample_Num,PPG_Sensor1_Raw,PPG_Sensor2_Raw
693,3657433522,1006633152
694,2382365105,3137400960
695,2835349936,3204448292
696,3019899312,1006633120
697,3388998068,3120603263
698,1241514418,3204464796
699,1275068852,1056964626
700,1241514418,1023410312
701,3388998066,3154178173
702,1275068853,3204464668
703,1325400502,3204448378
704,4143972791,3170893916
705,1694499260,1006672000
706,2634023355,3204448378
707,2969567676,3187712012
708,2936013247,1056964766
709,3204448703,1006633064
710,2986344896,3154159744
711,448,3204489356
712,3003122113,1056964730
713,218104257,1023410324
714,822084030,1006665856
715,2046820797,3204448378
716,4261413311,3170894074
717,1610613182,1023410350
718,1543504318,1006633128
719,822084030,3137372288
720,3456106942,3204448376
721,251658684,1006633024
722,3657433532,3137370240
723,1006633405,3204497626
724,2030043580,1040187514
725,889192890,3170893952
726,1728053688,1006672000
727,3892314555,3204481083
728,1929380281,3187687580
729,2281701819,1040187562
730,788529593,1006633136
731,201327033,3137394816
732,3976200634,3204448410
733,2868904377,1006633184
734,1107296698,3137370240
735,2449473977,3204497498
736,2298479033,1056964858
737,3707765178,3170893992
738,1795162554,1006674048
739,1023410619,3204448378
740,2952790459,3170926651
741,268435897,1040187556
742,687866298,1006633096
743,2885681596,3137364096
744,3623879102,3204489228
745,2281701822,1056997435
746,738197947,3187671212
747,3573547453,1006667904
748,1056965054,3204481211
749,3791651263,3187671040
750,1073742271,152
751,33554879,1006633152
752,33554879,3137378432
753,771752382,3204481211
754,2046820797,1040187514
755,2046820798,3187671200
756,134218172,1006661760
757,4127195581,3204448378
758,905970108,3170893946
759,1107296701,1023410350
760,4177527230,1006633024
761,1610613181,3137374336
762,1627390397,3204448506
763,2147484091,1040220219
764,1694499261,3187671196
765,218104249,1006657664
766,369099195,3204448378
767,3439329724,3170910364
768,2164261309,1040187548
769,805306811,1006633096
770,67109308,3137362048
771,2449473979,3204448378
772,3523215806,1040187642
773,4211081662,3170893954
774,1409286589,1006649472
775,4194304444,3204448256
776,2818572733,32955
777,3523215803,1040212096
778,4026532286,3204448256
779,4060086717,32955
780,671089084,1040187536
781,1140851133,1006633096
782,2734686654,3137366144
783,2852127166,3204448378
784,2768241087,1040187642
785,150995388,3170893984
786,2080375229,1006651520
787,3053453757,3204448506
788,3405775294,3170893946
789,4211081661,1040187540
790,1627390397,1006633136
791,1409286590,3137374336
792,3036676542,3204481211
